SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
KARMAENG,BE,56,59.66,56,57.46,57.64,56.93,4738,271291.99,27-Oct-2025,53,INE725L01011
KTKBANK,EQ,181.49,183.65,180.5,182.61,183.01,180.34,1225876,223457630.79,27-Oct-2025,24574,INE614B01018
KARNIKA,SM,177.95,177.95,171,172.15,172,178.95,35000,6136000.00,27-Oct-2025,32,INE0MGA01012
KARURVYSYA,EQ,243.8,251,242.48,249.75,249.29,243.05,2971897,738885259.76,27-Oct-2025,32375,INE036D01028
KATARIA,SM,99,100.9,97.5,98.7,99.45,99,120600,12027900.00,27-Oct-2025,33,INE0SVY01018
KAUSHALYA,BE,1030,1048,1002.2,1005.2,1034.5,1025,411,417974.80,27-Oct-2025,71,INE234I01028
KLL,SM,54.9,55.95,54.05,55,55,56.35,8800,482000.00,27-Oct-2025,10,INE0Q2V01012
KSCL,EQ,1048.5,1062.4,1045.8,1058.9,1057.2,1049.4,32641,34474250.50,27-Oct-2025,3897,INE455I01029
KAVDEFENCE,BE,116.1,117,112,113.89,114,117.7,221965,25307383.77,27-Oct-2025,2681,INE641C01019
KCEIL,SM,220.2,226.85,220.2,220.2,220.2,231.75,187000,41463050.00,27-Oct-2025,271,INE0RCG01017
KAYA,BE,434,434,430,430,430,435,3568,1534649.30,27-Oct-2025,27,INE587G01015
KAYNES,EQ,6677.5,6751,6638,6737.5,6735,6689,257074,1724318152.50,27-Oct-2025,30500,INE918Z01012
KAYTEX,SM,97,102.65,97,98.2,98.2,92.3,32000,3185840.00,27-Oct-2025,31,INE13ZD01013
KCK,ST,35.8,36.65,34.7,35.6,35.6,36.5,115000,4044875.00,27-Oct-2025,19,INE0J1E01027
KCP,EQ,201.98,204,198.99,199.81,199.69,199.89,140733,28301289.17,27-Oct-2025,2961,INE805C01028
KCPSUGIND,EQ,31.15,31.5,30.91,31.26,31.13,31.15,53186,1657959.23,27-Oct-2025,536,INE790B01024
KDDL,EQ,2503.5,2526,2468.2,2474.1,2475,2502.7,11990,29838466.20,27-Oct-2025,2404,INE291D01011
KEC,EQ,851.3,851.95,838.2,840.75,840,845.4,224962,189197336.20,27-Oct-2025,14387,INE389H01022
KEI,EQ,4150,4169,4070,4084.8,4085,4125.7,158580,651607748.60,27-Oct-2025,20691,INE878B01027
KELLTONTEC,EQ,20.98,21.25,20.34,20.45,20.5,20.57,9754673,202235174.79,27-Oct-2025,18468,INE164B01030
KEN,SM,47,48.4,46.85,46.95,46.9,47,22800,1081680.00,27-Oct-2025,19,INE15DO01012
KERNEX,EQ,1210.8,1254.8,1200,1247.4,1251,1207.9,195009,240237359.40,27-Oct-2025,12817,INE202H01019
KESORAMIND,EQ,5.2,5.29,5.17,5.2,5.2,5.17,848573,4421922.51,27-Oct-2025,1453,INE087A01019
KKCL,EQ,536,539.1,522,524.6,523.4,538.65,23515,12487079.50,27-Oct-2025,2554,INE401H01017
KEYFINSERV,EQ,260.7,267.87,257.25,261.69,264.92,260.69,3619,949116.17,27-Oct-2025,239,INE681C01015
RUSTOMJEE,EQ,579.9,581.4,569.5,573.4,573,576.5,95293,54898991.00,27-Oct-2025,1473,INE263M01029
KFINTECH,EQ,1159.2,1178,1154.3,1168.9,1170.1,1149.4,1419829,1660310824.70,27-Oct-2025,46356,INE138Y01010
KHADIM,EQ,253.05,255.7,250.2,251.75,253,252.2,10082,2545979.00,27-Oct-2025,623,INE834I01025
KHAITANLTD,EQ,125.32,129,122.41,124.65,124.2,125.32,6969,871849.65,27-Oct-2025,360,INE731C01018
KHAICHEM,EQ,125.9,127.5,122.25,123.73,124.5,124.99,335338,41732164.71,27-Oct-2025,3380,INE745B01028
KHANDSE,EQ,22.79,23.5,22.1,23.35,23.5,22.22,7731,178987.17,27-Oct-2025,76,INE060B01014
KILITCH,EQ,381,413.95,380,400.25,400.5,369.5,252512,101793135.50,27-Oct-2025,7134,INE729D01010
KINGFA,BE,4525,4645.3,4430,4502.8,4525,4622.2,2224,10024319.80,27-Oct-2025,387,INE473D01015
KIOCL,EQ,447,456.7,436.05,438.45,438.4,449.4,141405,62941824.70,27-Oct-2025,4644,INE880L01014
KIRIINDUS,EQ,575,584.8,571.6,576.05,577.1,570.45,126001,72741169.25,27-Oct-2025,5691,INE415I01015
KIRLOSBROS,EQ,1920.9,1962.4,1885.5,1891.7,1890,1926.1,55774,106964445.40,27-Oct-2025,10562,INE732A01036
KECL,EQ,119,119.89,116.6,117.74,118.5,118.72,128916,15197064.09,27-Oct-2025,2070,INE134B01017
KIRLOSIND,EQ,3893.9,3949.3,3851.1,3916.3,3912.5,3893.9,3319,12921533.00,27-Oct-2025,1010,INE250A01039
KIRLOSENG,EQ,905.95,946.75,890.9,941.35,939.9,899.3,325433,301459974.75,27-Oct-2025,22100,INE146L01010
KIRLPNU,EQ,1181.5,1192,1155.2,1160.6,1168,1187.7,45118,52820915.40,27-Oct-2025,7251,INE811A01020
KITEX,EQ,224.89,228,207.1,208.68,208.66,222.11,3600943,773236468.97,27-Oct-2025,46409,INE602G01020
KNAGRI,SM,239,240.9,234,239.95,239.95,237.5,26000,6200880.00,27-Oct-2025,50,INE0KNW01016
KMEW,EQ,2306.8,2497.9,2298.1,2378.8,2381,2272.7,273153,661100310.60,27-Oct-2025,39430,INE0CJD01011
KRT,RR,114.6,116.16,113.9,115.33,115.26,113.9,321216,36931533.25,27-Oct-2025,4168,INE1JAR25012
KNRCON,EQ,189,190,186,186.43,186.46,187.74,983743,185742653.49,27-Oct-2025,11851,INE634I01029
KODYTECH,SM,617.2,625.9,603.1,604.65,603.3,623.4,8800,5377410.00,27-Oct-2025,78,INE0Q7P01013
KOHINOOR,EQ,32.21,32.51,31.45,31.63,31.67,32.21,69608,2221492.86,27-Oct-2025,1031,INE080B01012
KOKUYOCMLN,EQ,101.01,103.8,101.01,102.33,102.9,101.78,26040,2663816.18,27-Oct-2025,516,INE760A01029
KOLTEPATIL,EQ,435.65,437.6,432.8,434.4,433.55,435.65,26200,11400317.55,27-Oct-2025,2017,INE094I01018
KONSTELEC,SM,65.7,66.5,65,65.1,65,67.85,21000,1378050.00,27-Oct-2025,19,INE0QEI01011
KONTOR,SM,72.5,72.5,69.9,70.25,70.25,72.5,8400,593850.00,27-Oct-2025,8,INE0KZ301010
KOPRAN,EQ,171.2,171.2,165,166.51,166.6,169.89,146239,24448197.59,27-Oct-2025,2170,INE082A01010
KDL,SM,190.1,193.45,181.6,183.2,182.8,189.7,28950,5348280.00,27-Oct-2025,150,INE0O4R01018
GOLD1,EQ,101.9,101.95,100.2,100.82,100.9,101.1,2909302,294865217.90,27-Oct-2025,8908,INF174KA1HJ8
KOTAKBANK,EQ,2172.2,2186,2122,2148.6,2149.4,2187,3719940,8022784950.50,27-Oct-2025,140758,INE237A01028
NIFTY1,EQ,283.83,286.45,281.68,285.79,286.3,283.83,105531,30083337.30,27-Oct-2025,1922,INF174K014P6
PSUBANK,EQ,783.06,870,780.49,806.1,815,779.17,37771,30208502.25,27-Oct-2025,1085,INF373I01023
ALPHA,EQ,49,49.2,48.78,49.04,49.2,48.82,4580965,224922863.47,27-Oct-2025,3985,INF174KA1IA5
CONS,EQ,129,129.5,128.3,129.18,129,128.36,7443,959168.13,27-Oct-2025,76,INF174KA1JE5
IT,EQ,38.05,40,38.04,39.43,39.5,39.23,385418,15216553.14,27-Oct-2025,882,INF174KA1GC5
LIQUID1,EQ,1077.5,1077.5,1070.5,1075.03,1075.03,1074.88,419171,450621026.67,27-Oct-2025,370,INF174KA1LV5
LOWVOL1,EQ,21.58,21.83,21.58,21.76,21.76,21.68,566694,12306021.29,27-Oct-2025,270,INF174KA1IY5
MIDCAP,EQ,171.99,171.99,170.6,171.73,171.85,170.61,43129,7397663.32,27-Oct-2025,535,INF174KA1IB3
MNC,EQ,31.1,31.1,30.8,30.98,31,30.95,62787,1940678.44,27-Oct-2025,489,INF174KA1JF2
SILVER1,EQ,139.82,143.65,138.06,140.53,141.33,139.81,733441,103511589.34,27-Oct-2025,5093,INF174KA1KU9
NV20,EQ,152.04,153,152,152.77,152.73,151.59,2135476,325836605.46,27-Oct-2025,560,INF174K01Z71
MID150,EQ,22.39,22.39,22.19,22.29,22.29,22.18,8849,197093.35,27-Oct-2025,123,INF174KA1VW2
MOMENTUM30,EQ,31.89,31.92,31.5,31.91,31.85,31.89,9188,292374.42,27-Oct-2025,69,INF174KA1XS6
MSCIINDIA,EQ,30.71,30.86,30.6,30.79,30.75,30.57,7308,224328.61,27-Oct-2025,84,INF174KA1VD2
NIFTY100EW,EQ,34.77,34.77,34.05,34.1,34.18,34.06,12163,415801.10,27-Oct-2025,156,INF174KA1UW4
QUALITY30,EQ,21.29,21.4,21.29,21.38,21.38,21.23,6579,140478.85,27-Oct-2025,20,INF174KA1WT6
BANKNIFTY1,EQ,596.62,601.7,596.6,600.67,601.7,596.62,36664,22004328.75,27-Oct-2025,577,INF174K01F59
KOTHARIPET,EQ,143.05,144.9,141.5,142.26,142.36,142.34,24524,3487182.57,27-Oct-2025,821,INE720A01015
KOTHARIPRO,EQ,90.6,92.48,89.5,89.92,89.9,89.71,35019,3178523.77,27-Oct-2025,798,INE823A01017
KOTARISUG,EQ,31.62,32.38,31.03,31.07,31.15,31.62,37745,1180571.32,27-Oct-2025,563,INE419A01022
KOTYARK,ST,295,298.5,287,288.7,288,298.5,5100,1484725.00,27-Oct-2025,41,INE0J0B01017
KPIGREEN,EQ,516.8,524.95,511.55,522.2,518,517.7,1117195,578751505.95,27-Oct-2025,25198,INE542W01025
KPITTECH,EQ,1188.9,1214,1181.3,1207,1207,1178.7,708504,850031520.10,27-Oct-2025,28784,INE04I401011
KPRMILL,EQ,1044.7,1065.7,1030.1,1061.4,1060,1043.9,142490,149716916.90,27-Oct-2025,11531,INE930H01031
KRBL,EQ,378.85,382.55,377.3,378.4,380.2,379.6,214149,81210179.15,27-Oct-2025,8489,INE001B01026
KREBSBIO,EQ,71,71,69.1,69.19,69.2,70.95,10640,738961.57,27-Oct-2025,92,INE268B01013
KRIDHANINF,EQ,3.89,3.89,3.7,3.72,3.72,3.75,33415,124434.49,27-Oct-2025,114,INE524L01026
KRISHANA,EQ,511.4,531.25,511.4,519.55,517.95,519.1,155210,81151078.05,27-Oct-2025,6609,INE506W01012
KRISHCA,SM,210,210,205,205.2,205,204.75,10000,2070425.00,27-Oct-2025,18,INE0NR701018
KRISHIVAL,EQ,498.95,500.5,488.05,491.1,496.25,498.55,34756,17292969.40,27-Oct-2025,371,INE0GGO01015
KRISHNADEF,SM,806.15,815.6,770,777.3,784.9,810.2,38250,30095800.00,27-Oct-2025,146,INE0J5601015
KIMS,EQ,719.9,726.8,714.6,718,720,719.9,1251305,896390692.60,27-Oct-2025,14977,INE967H01025
KRITI,EQ,115,117.42,115,115.7,115.01,117.43,48507,5639202.89,27-Oct-2025,967,INE479D01038
KRITINUT,EQ,88.49,89.88,87.5,87.73,87.51,87,32123,2833911.02,27-Oct-2025,770,INE798K01010
KRITIKA,EQ,8.41,8.58,8.38,8.45,8.5,8.48,166207,1408353.80,27-Oct-2025,714,INE00Z501029
KRN,EQ,832.4,834.65,798.35,802.05,801.75,823,379351,306712919.35,27-Oct-2025,19710,INE0Q3J01015
KRONOX,EQ,150.51,153.89,149,152.01,153.4,150.51,52836,8004125.07,27-Oct-2025,1483,INE0ATZ01017
KROSS,EQ,183.5,185.55,183.5,184.77,185,183.46,161120,29730704.64,27-Oct-2025,2454,INE0O6601022
KRSNAA,EQ,796.2,807.7,783.45,793.9,799,803.5,69738,55004178.25,27-Oct-2025,7167,INE08LI01020
KRYSTAL,EQ,594.5,597.8,590,591.3,593.75,593.55,6060,3596538.15,27-Oct-2025,444,INE0QN801017
KSB,EQ,802,807.2,793.55,799.65,798.85,802.95,53565,42866420.40,27-Oct-2025,5477,INE999A01023
KSHITIJPOL,EQ,2.9,3.03,2.83,2.89,2.9,2.91,135794,394038.23,27-Oct-2025,323,INE013801027
KSOLVES,EQ,323,323,316.1,317.5,318.95,320.7,34080,10845401.95,27-Oct-2025,1458,INE0D6I01023
KUANTUM,EQ,108.65,109.5,108.1,109.05,109.4,107.63,28939,3142446.11,27-Oct-2025,277,INE529I01021
KEL,SM,91.4,111,91.4,101.05,101.05,93,85200,9015900.00,27-Oct-2025,42,INE0OWX01025
LTF,EQ,267.5,269.59,264.22,267.15,267,267,8987153,2399804422.86,27-Oct-2025,93024,INE498L01015
LTTS,EQ,4175,4220,4142.1,4194.4,4194.9,4172.7,68733,287270468.80,27-Oct-2025,12104,INE010V01017
LAOPALA,EQ,232.1,234.11,230.94,232.37,232.02,232.1,35280,8196361.26,27-Oct-2025,2115,INE059D01020
LAGNAM,EQ,82.15,82.49,78,81.97,82.1,82.62,5934,479438.39,27-Oct-2025,105,INE548Z01017
LFIC,EQ,203,207.8,203,203.69,203,202.49,2709,553251.70,27-Oct-2025,111,INE850E01012
LAKPRE,BZ,5.53,5.53,5.25,5.26,5.26,5.53,336,1766.68,27-Oct-2025,6,INE651C01018
LAKSHYA,SM,112.7,112.7,106,106.35,107.8,112.7,33600,3644360.00,27-Oct-2025,32,INE0VZS01015
LAMBODHARA,EQ,133.25,135.45,131.1,133.94,132.5,133.25,25255,3361303.87,27-Oct-2025,491,INE112F01022
LAMOSAIC,SM,43.05,43.5,43,43.3,43.3,43.55,10800,465780.00,27-Oct-2025,18,INE0R0201012
LANCORHOL,EQ,23.39,23.39,22.09,22.47,22.45,22.64,69958,1570414.39,27-Oct-2025,1077,INE572G01025
LANDMARK,EQ,608.8,632.5,608.8,618.55,617,614.4,68439,42498148.70,27-Oct-2025,7327,INE559R01029
LPDC,EQ,8.3,8.35,8.09,8.12,8.1,8.14,37749,309994.46,27-Oct-2025,331,INE197J01017
LT,EQ,3912,3948,3907,3923.8,3921.7,3904.9,1057688,4156235571.80,27-Oct-2025,74849,INE018A01030
LASA,BE,10.99,10.99,10.51,10.61,10.78,10.67,51856,553801.38,27-Oct-2025,98,INE670X01014
LATENTVIEW,EQ,430,432.85,412.25,425.25,427,428.6,799430,336225787.20,27-Oct-2025,20630,INE0I7C01011
LATTEYS,EQ,32.54,32.8,29.28,29.28,29.28,32.54,855710,25656428.47,27-Oct-2025,3686,INE262Z01023
LAURUSLABS,EQ,930.4,955.95,926.85,940.15,940,926.4,4885418,4611972010.20,27-Oct-2025,86292,INE947Q01028
LAXMICOT,EQ,22.3,22.3,22.02,22.05,22.05,22.01,6100,134738.11,27-Oct-2025,37,INE801V01019
LAXMIDENTL,EQ,314.65,314.75,309.3,313.75,314.75,310.15,58784,18362889.70,27-Oct-2025,2572,INE0WO601020
LGHL,EQ,286,299.35,281.95,283.7,283.1,294.1,63860,18446162.15,27-Oct-2025,2133,INE258Y01016
LAXMIINDIA,EQ,152.5,152.57,148,148.78,148.8,150.97,339838,50805365.00,27-Oct-2025,7172,INE06WU01026
LXCHEM,EQ,205,205.13,197.2,197.83,197.7,204.11,567810,113751198.61,27-Oct-2025,12660,INE576O01020
LCCINFOTEC,EQ,4.34,4.42,4.18,4.28,4.28,4.35,89059,383339.84,27-Oct-2025,177,INE938A01021
LEMERITE,SM,486,486,473.6,474.55,474,481.35,11200,5325340.00,27-Oct-2025,27,INE0G1L01017
IXIGO,EQ,319.55,326.6,315.2,319.55,319.65,319.8,1277659,409182234.30,27-Oct-2025,36804,INE0HV901016
LRRPL,SM,76.1,84.1,76.1,80.05,84.1,80.1,9000,711450.00,27-Oct-2025,5,INE0H4B01011
THELEELA,EQ,429.45,436.05,426.35,432.55,430.95,428.7,262502,113215104.25,27-Oct-2025,15712,INE0AQ201015
LEMONTREE,EQ,166.46,166.76,165.01,166.01,166.02,166.46,952847,157955041.05,27-Oct-2025,18438,INE970X01018
LEXUS,EQ,35.5,35.94,33.25,34.37,35,35.4,78285,2698503.53,27-Oct-2025,499,INE500X01013
LGBBROSLTD,EQ,1355,1400,1351.1,1394.7,1395,1359.2,44128,61299166.70,27-Oct-2025,7156,INE337A01034
LGEINDIA,EQ,1643,1655.3,1628.5,1650.1,1650.1,1648.7,1513848,2492535738.80,27-Oct-2025,84347,INE324D01010
LIBAS,EQ,12.06,12.49,11.55,11.83,11.98,12.03,57531,682713.97,27-Oct-2025,291,INE908V01012
LIBERTSHOE,EQ,325,327.9,319.35,323.4,324,323.6,11366,3664915.40,27-Oct-2025,668,INE557B01019
LICHSGFIN,EQ,583,586.5,578.4,584.35,584,579.5,709954,414352410.30,27-Oct-2025,17370,INE115A01026
LICMFGOLD,EQ,10974.6,11005.3,10716.6,10823.4,10716.6,10885.9,2613,28504779.75,27-Oct-2025,763,INF397L01554
LICNETFN50,EQ,286.1,288.57,286.1,288.06,288.11,286.2,1281,369262.20,27-Oct-2025,44,INF767K01OS7
LICNETFSEN,EQ,944.13,952.85,944.06,948.05,947.56,943,97,91815.87,27-Oct-2025,13,INF767K01OT5
LICNFNHGP,EQ,287.5,289.83,285.6,287.74,288.4,285.06,1580,455501.89,27-Oct-2025,81,INF767K01PC8
LICNETFGSC,EQ,28.79,28.79,28.47,28.62,28.63,28.56,20766,594487.90,27-Oct-2025,279,INF767K01MV5
LICNMID100,EQ,59.57,59.91,59.06,59.13,59.25,59.27,9272,551337.21,27-Oct-2025,167,INF767K01RN1
LICI,EQ,887.25,900.8,885.55,897.65,898.2,889.65,871092,778835041.25,27-Oct-2025,26870,INE0J1Y01017
LIKHITHA,EQ,231.5,233.46,229.5,231.39,231,233.34,36753,8500189.18,27-Oct-2025,1152,INE060901027
LINC,EQ,129,129,125,125.76,125.9,128.92,32497,4123365.52,27-Oct-2025,738,INE802B01027
LINCOLN,EQ,527.35,534.8,524,526.5,528.6,527.35,13486,7114876.25,27-Oct-2025,1292,INE405C01035
LINDEINDIA,EQ,6123,6131,6048,6085,6076,6108,13199,80382009.50,27-Oct-2025,3591,INE473A01011
LLOYDPP,E1,47.59,48,46.6,46.97,46.7,47.77,157272,7464304.83,27-Oct-2025,526,IN9080I01015
LLOYDSENPP,E1,40.51,41.8,40.51,41.03,40.85,41.32,56979,2335572.71,27-Oct-2025,229,IN9093R01019
LLOYDSENGG,EQ,59.45,59.94,58.4,58.73,58.79,59.4,1560667,92036651.89,27-Oct-2025,10988,INE093R01011
LLOYDSENT,EQ,68.2,68.87,66.23,66.88,66.7,68.16,1313681,88306826.38,27-Oct-2025,10611,INE080I01025
LLOYDS,SM,80.7,81,80.7,81,81,81.1,4000,323700.00,27-Oct-2025,4,INE0DTQ01028
LLOYDSME,EQ,1336,1336.5,1315.3,1327.7,1324.6,1336.3,159568,211236356.70,27-Oct-2025,13231,INE281B01032
LMW,EQ,15501,16000,15336,15835,15813,15492,10618,167386720.00,27-Oct-2025,3158,INE269B01029
LODHA,EQ,1184,1189.5,1174,1177,1177,1172.9,575452,679955778.20,27-Oct-2025,34335,INE670K01029
LOKESHMACH,EQ,194,198,189.08,196.84,197,193.86,98786,19238909.84,27-Oct-2025,2853,INE397H01017
LORDSCHLO,EQ,229,229,221.13,224.86,225.8,222.89,94110,21141766.19,27-Oct-2025,917,INE846D01012
LAL,EQ,10.78,10.9,10.26,10.4,10.43,10.47,26259,274910.83,27-Oct-2025,267,INE740X01023
LOTUSEYE,BE,118,121.45,116.25,120.26,118.1,117.98,10973,1301191.55,27-Oct-2025,168,INE947I01017
LOVABLE,EQ,96.06,101.95,95.1,96.38,96.75,96.11,30729,3001056.64,27-Oct-2025,750,INE597L01014
LOYALTEX,EQ,258.05,258.05,245,250.35,250.5,252.95,274,68954.85,27-Oct-2025,44,INE970D01010
LTFOODS,EQ,427.95,428,420.5,422.9,421.9,425.95,456808,193494591.25,27-Oct-2025,16355,INE818H01020
LTIM,EQ,5574,5658.5,5557.5,5640,5633,5546,159713,898189592.00,27-Oct-2025,21843,INE214T01019
LUMAXTECH,EQ,1156.9,1162.9,1136.1,1147,1147.5,1146.6,66052,75833474.70,27-Oct-2025,6977,INE872H01027
LUMAXIND,EQ,4993.5,5043,4924.5,4949,4980.5,4973.5,7532,37466216.50,27-Oct-2025,3063,INE162B01018
LUPIN,EQ,1938,1941,1918.5,1922.9,1920,1931.2,242757,467713627.70,27-Oct-2025,18990,INE326A01037
LUXIND,EQ,1300,1300,1282.6,1285.9,1284,1292.6,17033,21953631.10,27-Oct-2025,1660,INE150G01020
LYKALABS,EQ,95.02,95.78,94,94.19,94,95.02,12433,1176267.48,27-Oct-2025,298,INE933A01014
LYPSAGEMS,EQ,6.06,6.23,5.45,5.5,5.52,6.06,547981,3046500.14,27-Oct-2025,881,INE142K01011
MBEL,EQ,475,476.8,458,465.15,461.1,472.7,530648,247177750.20,27-Oct-2025,23077,INE08N601015
MKPL,EQ,6.93,6.93,6.22,6.67,6.72,6.82,238548,1586390.60,27-Oct-2025,1268,INE964W01021
MPTODAY,SM,42.5,42.5,42.5,42.5,42.5,44.25,2000,85000.00,27-Oct-2025,1,INE105Y01019
M&MFIN,EQ,297,299.6,296.25,299.1,299,298.15,381107,113523390.80,27-Oct-2025,9406,INE774D01024
MVKAGRO,ST,545.9,545.9,545.9,545.9,545.9,557.05,7200,3930480.00,27-Oct-2025,5,INE0SGC01015
MAANALU,EQ,142,145.5,139.31,143.06,143.9,140.54,892833,127931400.66,27-Oct-2025,8564,INE215I01027
MACOBSTECH,SM,207,207.75,204,205.65,205.65,208.95,22400,4614640.00,27-Oct-2025,13,INE0R0J01010
MACPOWER,EQ,835,845,821.2,843.35,845,821.6,5900,4916247.35,27-Oct-2025,723,INE155Z01011
MCL,BE,50.03,51.5,49.55,50.43,50.5,50.03,45686,2319331.04,27-Oct-2025,625,INE813V01022
MADHAV,EQ,44.99,44.99,42.2,42.73,42.51,44,6285,270446.39,27-Oct-2025,175,INE925C01016
MADHUCON,EQ,7.17,7.47,6.84,7.05,7.04,7.21,118468,822756.08,27-Oct-2025,217,INE378D01032
MADHUSUDAN,SM,136,136,136,136,136,135,4000,544000.00,27-Oct-2025,4,INE0P6701019
MBAPL,EQ,408,414.2,402.3,410.65,409.7,408.45,145873,59595158.25,27-Oct-2025,5842,INE900L01010
MADRASFERT,EQ,81.07,81.85,80.5,81.21,81.4,81.07,63235,5129639.32,27-Oct-2025,1162,INE414A01015
MAGADSUGAR,EQ,556.4,560.9,545,547.55,545,553.45,2787,1535981.75,27-Oct-2025,324,INE347W01011
MCLOUD,EQ,56.2,56.2,54,54.63,54.51,56.34,3615709,198930060.92,27-Oct-2025,17516,INE613C01026
MAGNUM,EQ,24.14,24.85,24.14,24.55,24.74,24.6,60915,1497262.86,27-Oct-2025,157,INE387I01016
MAGSON,SM,102.65,105,102.65,105,105,105.7,3000,312650.00,27-Oct-2025,2,INE0O1S01012
MAHAPEXLTD,EQ,98.51,98.98,95.65,97.96,98.98,98.53,3444,334714.70,27-Oct-2025,125,INE843B01013
MFML,EQ,30.48,31,30.06,30.22,30.16,29.61,20058,610523.12,27-Oct-2025,158,INE0US801024
MHLXMIRU,EQ,207.6,214.95,207.6,211.99,211.99,207.55,3292,700146.78,27-Oct-2025,74,INE112D01035
MAHASTEEL,BE,575.35,595.5,570,594.3,595.25,569.7,32587,19195521.05,27-Oct-2025,740,INE451L01014
MGL,EQ,1314,1314,1278.5,1281.9,1284,1305.1,263969,339669889.80,27-Oct-2025,15512,INE002S01010
MTNL,EQ,42.19,43.7,41.9,42.22,42.49,41.99,3788018,162413284.64,27-Oct-2025,19971,INE153A01019
MAHSCOOTER,EQ,16480,16605,16392,16434,16447,16419,2641,43511470.00,27-Oct-2025,1465,INE288A01013
MAHSEAMLES,EQ,574.5,579.8,570.05,578.5,579.8,570.7,131919,76021257.80,27-Oct-2025,10959,INE271B01025
MRIL,SM,75.3,80,75.3,76.65,76,74.95,150400,11760080.00,27-Oct-2025,86,INE632Q01018
MAHESHWARI,EQ,55.62,56.97,55.62,56.15,56.15,55.86,4463,249981.09,27-Oct-2025,71,INE263W01010
MAHICKRA,SM,161.2,161.2,160.9,160.9,160.9,160.9,1500,241575.00,27-Oct-2025,2,INE961Y01015
M&M,EQ,3626.8,3635.3,3593,3611.6,3616,3625,1440893,5205219258.20,27-Oct-2025,115594,INE101A01026
MAHEPC,EQ,142.85,142.85,138,138.44,138.2,140.98,35819,4998192.40,27-Oct-2025,831,INE215D01010
MHRIL,EQ,336.2,336.6,331.15,332.45,333.45,333.05,29737,9917866.35,27-Oct-2025,2993,INE998I01010
MAHLIFE,EQ,383.85,390,381,386.8,385,383.85,74487,28785572.55,27-Oct-2025,4954,INE813A01018
MAHLOG,EQ,359.9,361.75,348.75,353.95,352.5,356.3,84981,30116755.20,27-Oct-2025,4854,INE766P01016
MAITHANALL,EQ,1101.5,1101.5,1068.2,1079.1,1078,1091.4,29153,31510836.30,27-Oct-2025,2872,INE683C01011
MAITREYA,SM,245,250.45,245,248.5,248.5,250.3,1600,397100.00,27-Oct-2025,4,INE0PLQ01011
MALLCOM,EQ,1443.2,1460,1410,1420.1,1418,1436.2,7299,10420735.40,27-Oct-2025,1042,INE389C01015
MALUPAPER,EQ,38.95,38.95,38.2,38.21,38.25,38.78,6091,233489.02,27-Oct-2025,65,INE383H01017
MAMATA,EQ,446,447.9,436.5,443.45,445,444.05,140968,62082039.50,27-Oct-2025,7568,INE0TO701015
MANAKCOAT,EQ,180,182.82,172.5,180.31,182,172.35,4484905,794992362.19,27-Oct-2025,47572,INE830Q01018
MANINDS,EQ,405.5,411.4,399.05,402.9,406.05,405.05,166185,67348560.30,27-Oct-2025,7142,INE993A01026
MANINFRA,EQ,145.07,146.6,144.5,145.62,145.45,145.07,143101,20847442.02,27-Oct-2025,3521,INE949H01023
MANAKALUCO,BE,28.67,29.1,27.9,28.7,28.82,28.67,41189,1166556.63,27-Oct-2025,139,INE859Q01017
MANAKSIA,EQ,68,69.89,67.43,68.31,68.5,67.71,68209,4680797.96,27-Oct-2025,784,INE015D01022
MANAKSTEEL,EQ,59.99,60.8,57.4,57.86,57.9,59.31,26256,1535308.50,27-Oct-2025,253,INE824Q01011
MANALIPETC,EQ,70.53,77,70.15,74.19,74.44,70.53,3581325,268768820.38,27-Oct-2025,23338,INE201A01024
MANAPPURAM,EQ,279.2,281.1,275,276.4,276.45,279.95,2290776,634597504.05,27-Oct-2025,26852,INE522D01027
MPEL,SM,127.5,127.5,120.1,121.5,122.95,124.5,27200,3353520.00,27-Oct-2025,15,INE0U4H01011
MANBA,EQ,137.09,138.62,134.25,135.46,135.4,137.05,29368,4008720.98,27-Oct-2025,928,INE939X01013
MANDEEP,SM,25,25,25,25,25,26.25,2000,50000.00,27-Oct-2025,1,INE0R3T01013
MANGCHEFER,EQ,311.4,314.2,306.75,309.1,308.1,311.45,306966,95257590.45,27-Oct-2025,5666,INE558B01017
MANCREDIT,EQ,180.99,181.65,178.05,179.23,179,178.21,28698,5154887.90,27-Oct-2025,894,INE545L01039
MEIL,EQ,477,477.3,462.3,465.3,464.5,477.8,77045,36047809.40,27-Oct-2025,4489,INE0PKD01011
MAL,SM,45.15,46.95,45,45.95,45.95,47,17600,801360.00,27-Oct-2025,10,INE00C401011
MANGLMCEM,EQ,781.95,794,775.05,782.6,784.5,788.5,30827,24086154.60,27-Oct-2025,1243,INE347A01017
MANGALAM,EQ,68.25,70.6,67.15,67.96,67.65,68.19,39436,2695464.50,27-Oct-2025,536,INE584F01014
MGEL,EQ,15.07,15.4,14.87,15.06,15,15,552703,8319750.40,27-Oct-2025,1431,INE0APB01032
MANORG,EQ,510.5,513.7,504.95,508.25,507.5,515.5,1722,875976.40,27-Oct-2025,204,INE370D01013
